Trial_Number,Flex0_or_Spec1,Transition_Prob,First_Choice,RT1,Second_Choice,RT2,Reward,Winning_Resource,p1,p2,p3,p4
1,0,0.7,1,0.613030282664113,1,0.930629085400142,1,NaN,0.498192446267681,0.65580834762588,0.343662317864821,0.398188701073957
2,0,0.7,1,0.752962072729133,1,1.03253284166567,0,NaN,0.530316678757069,0.645923864378533,0.33357974278879,0.365918951274574
3,0,0.7,0,0.594246288645081,1,2.28013375133742,0,NaN,0.525041604602425,0.661810018500799,0.349261344569585,0.372062871903427
4,0,0.7,0,0.736570377135649,0,0.672530136886053,0,NaN,0.54313592386803,0.655254540716741,0.379407325625365,0.395727421070424
5,0,0.7,0,0.51334374176804,1,0.354815719067119,0,NaN,0.550840390075319,0.689077386634157,0.341260829950915,0.397967392896627
6,0,0.3,1,0.407700151670724,0,0.885259337141179,0,NaN,0.5310607930227,0.674105655928071,0.321648555383633,0.410072880088147
7,0,0.7,1,0.452937681926414,1,0.344367488403805,1,NaN,0.525128477409729,0.662894366577059,0.294617031071292,0.406891169829817
8,0,0.7,1,0.598266557208262,1,0.779659215942957,1,NaN,0.551590465144578,0.627168835434795,0.289708569850411,0.425550562434077
9,0,0.7,1,0.432081368984655,1,0.532290744129568,0,NaN,0.573056512387577,0.669304712235286,0.295354974081363,0.459308385466531
10,0,0.3,1,0.44980460125953,0,0.869248899864033,1,NaN,0.569066764016752,0.655370174642581,0.31329562694972,0.430115023719791
11,1,0.7,1,0.773764653480612,1,0.716351004084572,0,1,0.603676962783351,0.697263071043932,0.347814641061866,0.489137033880844
12,0,0.7,1,0.379054756835103,1,1.30574296484701,1,NaN,0.63634660100955,0.668516866911984,0.321597050960836,0.499156370756859
13,0,0.3,1,0.320921455975622,0,0.745488744229078,0,NaN,0.651216635620934,0.646426450780193,0.341054424527324,0.489301580278763
14,0,0.7,1,0.399565130006522,1,0.796753356815316,0,NaN,0.663761758318162,0.66124271951969,0.332853855336502,0.454568796772197
15,0,0.3,1,1.0086080476176,0,0.637989274109714,1,NaN,0.675959910290357,0.680545993781274,0.33371798702972,0.426276032102854
16,1,0.7,0,1.08793152682483,1,0.818017492652871,0,0.5,0.616036398771356,0.638364666406803,0.32120440382836,0.449460919083346
17,0,0.3,0,0.50023726769723,0,1.21380294219125,0,NaN,0.618584825982483,0.657509432273054,0.299979885947308,0.441492429824622
18,1,0.7,0,0.528999484959058,1,0.449782564886846,0,0.5,0.61024311689009,0.690044215120085,0.335702638561871,0.425511274031777
19,0,0.3,1,0.266737786587328,0,0.50960813392885,1,NaN,0.580801079849745,0.682642782191024,0.306181333083908,0.445073366531074
20,0,0.7,1,0.4527369402349,1,0.592697709449567,0,NaN,0.58327944027019,0.647631326718695,0.279797543988978,0.459049230866458
21,1,0.7,1,0.388017196790315,0,0.53811436786782,0,0.5,0.592773129906587,0.674844535634369,0.266233440600705,0.463230843969245
22,0,0.3,1,0.375883641070686,0,1.12666532630101,0,NaN,0.588800799351432,0.675693054732446,0.257952523470725,0.476919223139345
23,1,0.7,1,0.637006997829303,1,0.505054164095782,0,0.5,0.598562341592729,0.672739368316703,0.272677124165344,0.427377997323342
24,0,0.7,0,0.696300676790997,0,0.634325812687166,1,NaN,0.552036428152376,0.680832185573182,0.267760144757115,0.43761592988934
25,0,0.7,1,0.492362757446244,1,0.702205804758705,0,NaN,0.573932672180632,0.67202176752299,0.289823216998936,0.413508130842733
26,0,0.7,1,0.5573647468118,1,0.8285753011005,1,NaN,0.615644160144295,0.637456299986328,0.301553500859032,0.383033025003931
27,0,0.3,0,2.11984946485609,1,0.935856219381094,0,NaN,0.59164624640496,0.656896131569743,0.300830202095286,0.362911651108204
28,0,0.7,0,1.38977285695728,0,1.13985481392592,1,NaN,0.590234417890787,0.66516003927121,0.295902896942765,0.351617972515055
29,0,0.7,0,0.345615407684818,0,0.45760002231691,0,NaN,0.564299687729466,0.725068092924484,0.260799841880046,0.293259536538836
