Trial_Number,Flex0_or_Spec1,Transition_Prob,First_Choice,RT1,Second_Choice,RT2,Reward,Winning_Resource,p1,p2,p3,p4
1,0,0.7,0,0.729032881325111,0,0.609564777696505,1,NaN,0.429614269158896,0.299837491623558,0.432374170984199,0.676078884693086
2,0,0.7,0,0.533009425853379,0,0.604803670663387,0,NaN,0.419266892682363,0.331474650208242,0.460355434978551,0.691733497670147
3,0,0.3,0,0.423884624964558,0,0.772524319472723,1,NaN,0.450005476660993,0.364613651602552,0.458740158162354,0.712834593660345
4,0,0.7,0,0.521050510578789,0,0.657919959048741,0,NaN,0.469281002743893,0.336761609774746,0.453573275710949,0.732696579624793
5,0,0.3,0,0.443054027389735,0,0.727136528701521,1,NaN,0.472632503094984,0.315140578359588,0.420512892034869,0.743156718270565
6,0,0.7,0,0.429504252620973,1,0.753705690964125,0,NaN,0.537375487432076,0.313270356643575,0.397206090714014,0.744002575809056
7,0,0.3,0,0.238754782825708,0,0.699285924551077,0,NaN,0.550768536643656,0.329397905364514,0.381960253607382,0.748072220729088
8,0,0.7,0,0.505823239451274,0,0.555224403273314,0,NaN,0.591130165136696,0.318309706967237,0.407743994398845,0.745836859775914
9,0,0.3,0,0.280306097003631,0,0.651162278256379,1,NaN,0.608173908496769,0.339214861222793,0.38843590552078,0.725795754111662
10,0,0.7,0,0.348545510787517,0,0.78796380572021,1,NaN,0.608767040254467,0.369665730618655,0.435231417980345,0.732293922967132
11,1,0.7,0,0.407660576398484,0,0.413042329833843,0,1,0.629406565899017,0.346353066255248,0.404681018774791,0.701421206215342
12,0,0.3,0,0.480189273017459,0,0.81887658755295,0,NaN,0.602577700364663,0.386500607135057,0.40270708768142,0.692925971447946
13,1,0.7,0,0.72531926620286,1,0.622232485795394,1,0,0.586765508771687,0.36975528136484,0.38163719824374,0.684279456652043
14,0,0.7,0,0.536544333444908,0,0.904587983968668,0,NaN,0.611681496518304,0.423957599394637,0.344127005439999,0.669644184298953
15,1,0.7,0,0.583723727730103,0,0.661855147220194,0,1,0.636476315441959,0.473826379717457,0.377231934304985,0.650081275946674
16,0,0.3,0,0.535007810918614,1,0.839054540498182,0,NaN,0.606008891894929,0.464957414066684,0.369654997550417,0.64022845816855
17,1,0.7,0,0.712847774033435,0,0.730248817009851,0,0.5,0.596261620987565,0.450104863970248,0.365138478649005,0.648430144953852
18,0,0.3,0,0.584908872726373,0,0.76685065694619,0,NaN,0.603299075240234,0.482043748768757,0.422828697800837,0.642995094086637
19,0,0.7,0,0.507294859969988,1,0.836599424947053,1,NaN,0.581360533181365,0.505568023388524,0.481130870563075,0.606927463969939
20,0,0.3,0,0.406442225794308,0,0.78792969416827,0,NaN,0.621257024889276,0.492021958793103,0.468326387312581,0.563717206687453
21,1,0.7,0,0.879660395323299,0,0.6504326564027,0,0.5,0.618790688885662,0.481465558347547,0.421491148625397,0.596242069105871
22,0,0.7,0,0.459657527506351,0,0.68692431342788,1,NaN,0.566563332202711,0.544955021742969,0.421248670504675,0.601999503640195
23,0,0.3,0,0.510827352525666,0,0.912149848649278,0,NaN,0.582851033073333,0.556156338444396,0.42736097194274,0.606129814076806
24,1,0.7,0,0.831561502418481,0,0.63552838715259,0,0,0.556102276125885,0.568273015773225,0.397213872014835,0.613650743333391
25,0,0.3,0,0.525161387748085,0,0.781944501097314,1,NaN,0.560165700178612,0.502698993257204,0.425794870997734,0.576897002190373
26,0,0.7,0,0.449735334725119,0,0.637100228690542,0,NaN,0.566476705798875,0.487174824968401,0.465539507975265,0.547569841149145
27,0,0.7,0,0.430909763323143,0,0.747165659093298,1,NaN,0.547782139815159,0.507551525636329,0.47560812002961,0.591787753692111
28,1,0.7,0,0.912807625252753,0,0.610323379165493,0,1,0.525812425291057,0.507040538867959,0.486595289639371,0.565439369116714
29,0,0.7,0,0.669409465161152,0,0.760078788269311,1,NaN,0.546854325791256,0.530456359999094,0.455853897992949,0.583000887361844
30,0,0.7,0,0.685248628258705,0,0.687398552545346,1,NaN,0.518426371094031,0.545634894471875,0.399719443870269,0.580623897124175
31,1,0.7,0,0.998982695280574,0,0.72455281612929,0,0,0.471254694337963,0.590583759529305,0.378042310835449,0.541340615693606
32,0,0.7,0,0.730789165827446,0,0.603193189832382,1,NaN,0.440718190274398,0.582843023004895,0.366515488736135,0.503921983933321
33,0,0.3,0,0.630151463672519,0,0.731099489144981,0,NaN,0.44967662395714,0.569037092757933,0.375809135224373,0.520883617224703
34,1,0.7,0,0.720697321696207,0,0.553629619651474,0,0.5,0.447510229955144,0.549761690114404,0.350022623563616,0.517625842027857
35,0,0.3,0,0.622599258902483,1,0.795334888040088,0,NaN,0.430071308693581,0.567838027887443,0.401161427595942,0.512753701330111
36,1,0.7,0,0.671286196098663,0,0.594031409709714,0,0,0.440392192171074,0.578176837860052,0.42476961445715,0.515421925189823
37,0,0.7,0,0.565697208396159,0,0.708459175773896,1,NaN,0.467773069751093,0.575432216784102,0.428017335750563,0.472196460024337
38,0,0.7,0,0.563662900822237,0,0.667194638750516,0,NaN,0.495577773909785,0.566275137946271,0.431537623379203,0.460192627700922
39,0,0.7,0,0.563550302991644,0,0.64304436754901,1,NaN,0.492780319685379,0.576619804037644,0.458486288925089,0.451199533526037
40,0,0.7,0,0.540678152814507,0,0.660624118056148,0,NaN,0.530460120304058,0.610306351039978,0.464937591510515,0.441653431468607
41,0,0.7,0,0.525984891341068,0,0.502501452690922,1,NaN,0.546293015357568,0.596038475222565,0.450065595813606,0.455676411813061
42,0,0.7,0,0.573876097099856,0,0.580515444395132,1,NaN,0.584390743684139,0.573735000368044,0.462381054000339,0.448402234408372
43,0,0.3,0,0.665061619482003,0,0.739920457010157,1,NaN,0.587569862326869,0.622391589972216,0.474666737710094,0.451832635131506
44,0,0.7,0,0.529657452018,0,0.514146120636724,0,NaN,0.577023130200728,0.624904095401561,0.45137921469384,0.460061865346751
45,1,0.7,0,0.784731976455078,0,0.510979193612002,0,1,0.537290433082877,0.653722605576448,0.448042484608493,0.468666613627566
