Trial_Number,Flex0_or_Spec1,Transition_Prob,First_Choice,RT1,Second_Choice,RT2,Reward,Winning_Resource,p1,p2,p3,p4
1,0,0.7,0,0.633286081254482,1,1.12517583742738,0,NaN,0.374276766353265,0.662007128303357,0.320303768669211,0.268843850191377
2,0,0.7,0,0.419639849569649,0,0.416883205529302,0,NaN,0.360440195007167,0.66300842964651,0.297544674690096,0.261327284904154
3,0,0.7,1,0.362862707581371,1,0.786330826114863,0,NaN,0.376587066794561,0.66638594986466,0.315882755749899,0.306339925599045
4,0,0.7,1,0.430067219771445,0,0.466825790237635,1,NaN,0.408421670920093,0.690500935621492,0.331437729967269,0.309869776299289
5,0,0.7,1,0.563536835368723,0,0.410798484925181,0,NaN,0.453080897514171,0.717866750664728,0.307490971808245,0.332281140787687
6,0,0.3,0,0.310049373656511,0,0.391938779037446,0,NaN,0.45732500059243,0.719132852373939,0.333402763749393,0.322364878128839
7,0,0.7,0,0.787266309838742,0,1.21750619728118,0,NaN,0.438504336106285,0.747172730226631,0.324313588274129,0.298913677052191
8,0,0.7,0,0.563912960700691,1,0.827462233603001,0,NaN,0.457356485533385,0.747429679517499,0.330563354089161,0.309545617330409
9,0,0.7,1,0.397681485395879,0,0.907186653465033,0,NaN,0.490372358551089,0.729983853017246,0.32253549070358,0.320249334238039
10,0,0.3,1,0.3062663837336,1,0.195691219531,1,NaN,0.503048861709889,0.737614724725308,0.318212752277107,0.357368545736764
11,0,0.7,1,0.751648793928325,1,1.53519490314648,0,NaN,0.525745965792833,0.730697769956276,0.296727628667537,0.376957604517163
12,1,0.7,0,2.02082304470241,1,2.20962718315423,0,1,0.539763018071038,0.749151771547164,0.26408560503608,0.331664544317599
13,0,0.3,0,1.1488418597728,0,1.04424817766994,0,NaN,0.539259313189656,0.718196337143233,0.267084187156359,0.345920756833003
14,1,0.7,1,1.27005781326443,1,1.40081606572494,0,0,0.54180367998331,0.724386365819379,0.259528587042487,0.339827015917865
15,0,0.3,0,0.747921649832278,0,1.04350709589198,0,NaN,0.53998957056992,0.723670911386629,0.256428734368593,0.343884755322587
16,0,0.7,0,0.733199626673013,1,0.917336910497397,0,NaN,0.536768253280125,0.702837763434004,0.280785308738268,0.316553087661201
17,0,0.7,0,0.459770267829299,0,0.53519852552563,1,NaN,0.530972413452128,0.723199087488302,0.289484973593898,0.313156045882258
18,1,0.7,1,1.26909063383937,1,2.35977340722457,1,0,0.514032181545028,0.690459351038782,0.332856216783302,0.305662252867035
19,0,0.7,1,1.40499510383233,1,1.73829150851816,1,NaN,0.516252657503119,0.693576153973811,0.306467580539132,0.263038633483594
20,1,0.7,1,1.12026115041226,1,0.560985159128904,1,0,0.529695102981383,0.70293057707883,0.323994362614432,0.25111603133134
21,0,0.3,1,1.67007423471659,1,1.38482801429927,1,NaN,0.470679652146305,0.714696812859248,0.292032441055676,0.284931929380607
22,1,0.7,0,2.10865136934444,1,0.646163700614125,1,0.5,0.430427225766479,0.693684324566008,0.312640256674014,0.276140135501796
23,0,0.3,0,1.03991458378732,0,1.54014037968591,0,NaN,0.445288025148742,0.673399830655811,0.343635100613204,0.286677058365011
24,0,0.7,1,1.28185837389901,1,1.23601815337315,0,NaN,0.422706763833432,0.671693939026841,0.3284048438711,0.28237443654135
25,0,0.3,1,1.06171295884997,1,1.48926532967016,1,NaN,0.442185977680659,0.677328544398887,0.328252264989625,0.327503460960502
26,1,0.7,0,2.86482815956697,1,1.25982997659594,0,0,0.430861381564537,0.685771286339529,0.291166277678316,0.311642975072482
27,0,0.7,0,1.33290971396491,0,2.67693656310439,0,NaN,0.411490756767715,0.731435111424653,0.276714562471445,0.313929321605394
28,0,0.7,0,0.606148293241858,1,0.218866407405585,1,NaN,0.401659667284835,0.749796374212925,0.265316518790099,0.284448008160815
29,0,0.3,1,0.997408477123827,1,0.963288218248636,1,NaN,0.392048002203509,0.749507674643947,0.251018536088279,0.264836706371624
30,0,0.7,1,0.768618212547153,0,0.927259861957282,1,NaN,0.40287979698949,0.745245474275414,0.263849728605965,0.260685117228936
31,0,0.3,1,1.01387921255082,1,0.49128783447668,1,NaN,0.450731679315261,0.715650432489111,0.257129801241903,0.279390846235506
32,0,0.7,1,0.899124708492309,0,0.556508178357035,1,NaN,0.425114186403582,0.739399229743383,0.279191352318404,0.306448652197732
33,0,0.7,0,0.417770692612976,1,0.566549764014781,0,NaN,0.393179966074168,0.746422738365517,0.319132889672014,0.340048742983371
34,0,0.3,1,0.843070838600397,1,0.735182888805866,0,NaN,0.414322141097214,0.722884731923087,0.287211758542763,0.33616202963076
35,0,0.7,1,0.733508436009288,1,1.07715523568913,0,NaN,0.444678591335903,0.658752363583498,0.2738380768543,0.319269508778201
36,0,0.3,0,0.39739863621071,0,2.01971851568669,0,NaN,0.434581198084281,0.667981647868449,0.272019020955714,0.299694825057738
37,0,0.7,1,0.829972554463893,0,1.03494978742674,1,NaN,0.431438092528826,0.661979823856329,0.254565053655623,0.26273355946861
38,1,0.7,0,1.70050357328728,0,2.1340733487159,0,0.5,0.438773240679339,0.624087854088728,0.259334456674125,0.313971925486963
39,0,0.7,1,0.66801912849769,1,0.966734928544611,0,NaN,0.388980271252148,0.597219759256066,0.27628477356855,0.296773006332697
