Trial_Number,Flex0_or_Spec1,Transition_Prob,First_Choice,RT1,Second_Choice,RT2,Reward,Winning_Resource,p1,p2,p3,p4
1,0,0.7,0,0.618434255477041,0,0.37543091410771,0,NaN,0.374441278613607,0.680295277828113,0.517413675992951,0.575693735332058
2,0,0.7,0,0.522702464833856,0,0.49127847654745,0,NaN,0.373840194129041,0.690513252075785,0.509919285469024,0.549495189711002
3,0,0.3,1,0.435134952422231,0,0.583224561065435,1,NaN,0.345231327228469,0.695163504904266,0.492878810948349,0.54260291938093
4,0,0.7,1,0.569475452881306,0,0.648410793859512,1,NaN,0.32335906814659,0.703587186855921,0.524243379748797,0.547211168905518
5,0,0.3,0,0.62534307083115,1,0.645801763050258,1,NaN,0.362129220359144,0.707949743057802,0.559004435799686,0.499868834859494
6,0,0.7,0,0.566298309247941,0,0.748936525080353,0,NaN,0.35657584863549,0.693601270178284,0.550679510596183,0.5076550621893
7,0,0.7,1,0.434079627506435,0,0.75026624603197,1,NaN,0.351136835168453,0.688644269992731,0.517777834998887,0.483669089810373
8,0,0.7,1,0.635244288016111,1,0.303453593049198,0,NaN,0.331307746017814,0.698491025472283,0.479761547707869,0.502635804592378
9,0,0.7,0,0.502721627242863,1,0.42408090736717,1,NaN,0.338970119709284,0.71988686615325,0.509203943799337,0.504811680371836
10,0,0.7,1,0.77047559665516,0,0.401456022635102,0,NaN,0.263392011575363,0.733198554038591,0.521624946808689,0.510960057585367
11,1,0.7,1,1.52441948093474,1,0.589302942156792,1,0.5,0.259867132383621,0.735730730861422,0.518551515194838,0.500459320269979
12,0,0.3,0,0.337085130158812,0,0.58527966728434,1,NaN,0.267966368411303,0.716435438056046,0.533512082036261,0.469236663995533
13,0,0.7,0,0.588953380938619,0,0.595079456921667,0,NaN,0.278726724815919,0.747889425805234,0.476425566231365,0.504872340257335
14,0,0.3,0,0.438961712177843,0,0.323166373185813,0,NaN,0.282627665601429,0.74155386271812,0.50088529428471,0.490116562839626
15,1,0.7,0,1.21755057200789,0,0.750335675664246,1,1,0.274219604544928,0.747862524282805,0.470458133380457,0.520418976514374
16,0,0.7,1,1.11548653012142,1,0.756295423489064,0,NaN,0.264949521252055,0.736411829161455,0.474528267461488,0.553485160190303
17,0,0.7,0,1.04136444814503,1,0.821349741425365,0,NaN,0.264636364739073,0.733765847749435,0.492631402293993,0.521012307244518
