Trial_Number,Flex0_or_Spec1,Transition_Prob,First_Choice,RT1,Second_Choice,RT2,Reward,Winning_Resource,p1,p2,p3,p4
1,0,0.7,1,0.513321288861334,1,0.866922952234745,0,NaN,0.433636998110402,0.394641541691324,0.278300475036258,0.337633017653458
2,0,0.3,1,0.651156682521105,1,0.958724667318165,1,NaN,0.424139224346664,0.406214422569135,0.295638341667246,0.327891956264983
3,0,0.7,0,0.411547662690282,1,1.64904692675918,0,NaN,0.423939223344241,0.42435992697465,0.308352793206196,0.351170706269226
4,0,0.7,1,0.258073991164565,0,1.94145630300045,0,NaN,0.418326138373659,0.441981792669387,0.282839356235633,0.327881086193798
5,0,0.7,0,0.0353792449459434,0,1.03931530285627,0,NaN,0.391581364615247,0.47917759696081,0.291330462227046,0.304036031169624
6,0,0.7,1,0.289157652296126,1,1.65136225521564,0,NaN,0.383226125195849,0.505403271805722,0.311638114506993,0.324920235107318
7,0,0.7,0,0.364501819014549,1,1.22667759470642,1,NaN,0.393797989216636,0.509406836082862,0.29864503287586,0.326201995485383
8,0,0.3,1,0.197436536662281,1,0.931428846903145,0,NaN,0.438499022313889,0.518821232887308,0.286092675967283,0.304881271708522
9,0,0.7,0,0.194303749129176,0,0.424435921944678,0,NaN,0.471526416068757,0.542064335413541,0.304217757339205,0.358858409525432
10,0,0.7,0,0.211481251753867,1,0.360220423899591,1,NaN,0.440747409235385,0.548860191214087,0.301667271580897,0.353287925324449
11,0,0.3,0,0.285368000157177,1,0.919578713364899,0,NaN,0.41356808191282,0.551933142909165,0.311658296105652,0.340883116144291
12,1,0.7,0,0.149840689264238,0,1.50136489607394,1,0.5,0.41172008077888,0.570851748967966,0.314532408355544,0.355284046942611
13,0,0.3,1,0.000259002670645714,1,1.36984911095351,0,NaN,0.394687245851837,0.572556225295678,0.290457067272901,0.325304794108705
14,0,0.7,1,0.374254273250699,0,1.22098798397928,0,NaN,0.406731825566765,0.559255594383854,0.305301501933783,0.315556650695232
15,0,0.7,1,0.231497522443533,1,1.05152496229857,1,NaN,0.391112967381384,0.558175338034756,0.29476511617264,0.304695146527192
16,1,0.7,0,0.292525292374194,1,0.414442275650799,1,0.5,0.369953741651768,0.545761006411367,0.295083087912991,0.310099200057192
17,0,0.7,1,0.361164666712284,1,1.49639463797212,0,NaN,0.364669531270006,0.549423521034265,0.301834511862028,0.302645060197304
18,0,0.7,0,0.309006688185036,1,1.29633215162903,0,NaN,0.382927411620678,0.557426859820501,0.298092796070633,0.332846026214173
19,0,0.7,1,0.368062353692949,0,0.950953374616802,0,NaN,0.361031928174483,0.567555344816639,0.288937473066731,0.269720476230452
20,0,0.7,1,0.075872135348618,1,1.22268750146031,0,NaN,0.345514171625732,0.573530636826366,0.277020947267123,0.257761007878838
21,0,0.3,0,0.265156420879066,0,1.30784600507468,0,NaN,0.332786069906091,0.556658525658592,0.314029352858213,0.259156012935256
22,1,0.7,1,0.330952499993145,0,2.44356047362089,0,0.5,0.339070313952554,0.574915675636736,0.342441245824407,0.27252169969432
23,0,0.3,0,1.02147187851369,1,1.02623384818435,0,NaN,0.379025695478438,0.589028019036791,0.326876451122224,0.26498186051032
24,0,0.7,1,0.0527354534715414,0,1.48039804305881,0,NaN,0.382484737218377,0.595822806799204,0.330118307804289,0.260723460625765
25,0,0.3,0,0.256959493272007,1,0.795662758871913,1,NaN,0.413064570250028,0.564579727747197,0.296147539712387,0.266582075549179
26,1,0.7,1,1.28753933683038,0,0.905649612657726,0,0.5,0.399552786028866,0.555337989943479,0.292410122446454,0.279932564543114
27,0,0.3,0,0.40069882478565,1,0.846129070036113,0,NaN,0.380077780412628,0.568383654986395,0.299169373917421,0.252623711129494
28,1,0.7,1,0.151867431588471,0,0.855305256322026,0,0.5,0.395497951121717,0.579636607657112,0.30290338100336,0.257349661252269
29,0,0.3,0,0.432489461265504,0,1.132543948479,1,NaN,0.359049078224449,0.553346869820135,0.332582411922783,0.265927375714733
30,0,0.7,1,0.826137250289321,0,0.846815215423703,1,NaN,0.34035766275855,0.543332941944762,0.328794648673999,0.273762380295786
31,1,0.7,0,0.096576664596796,1,1.45055898465216,0,1,0.288908063655768,0.495661063750321,0.330681505052875,0.272048052175271
32,0,0.7,0,0.299879705533385,0,0.869293220341206,0,NaN,0.280692928685965,0.46540100842962,0.336982181780437,0.298524946769468
33,0,0.3,1,0.000175989232957363,1,1.4992548385635,0,NaN,0.264059245407899,0.499213707698707,0.338763405178088,0.314002519736911
34,1,0.7,1,1.03426414355636,1,1.73421327862889,0,0.5,0.265391532294837,0.507367308428927,0.351150866950626,0.320000205962102
35,0,0.7,1,0.596008700318635,0,0.394125042483211,1,NaN,0.286110370942463,0.519035345822563,0.367814041484634,0.348495917794065
