Trial_Number,Flex0_or_Spec1,Transition_Prob,First_Choice,RT1,Second_Choice,RT2,Reward,Winning_Resource,p1,p2,p3,p4
1,0,0.7,1,1.1307107033208,0,1.55493259988725,0,NaN,0.6607731840362,0.34466832043365,0.648976532500203,0.700374495957292
2,0,0.3,1,0.639230779372156,0,1.25942968018353,0,NaN,0.672548471661043,0.344573826332107,0.616243937807224,0.695800822003251
3,0,0.7,1,0.620519787073135,1,1.12108473293483,1,NaN,0.678088237718028,0.342766588272361,0.551721095450703,0.714207708097633
4,0,0.7,1,1.76755038555712,1,1.47039594594389,1,NaN,0.714231080277323,0.315602464946839,0.52323292762632,0.694218602564939
5,0,0.3,1,0.582488630898297,0,1.45214801747352,1,NaN,0.745616947386904,0.325215221148418,0.522716987360609,0.704989898492896
6,0,0.7,1,0.765313543379307,1,0.915954182855785,0,NaN,0.731293520294962,0.332546821324696,0.505965319124963,0.683371800644349
7,0,0.3,1,0.826215736567974,0,0.543075825087726,1,NaN,0.724073923050753,0.321656173738078,0.499942172731148,0.70830512505855
8,0,0.7,1,0.532814421691,1,1.53302029613405,0,NaN,0.749054736527631,0.309062335972163,0.499216946983234,0.688381147086103
9,0,0.7,1,1.03465657215565,1,1.62285051029176,1,NaN,0.742684696536804,0.282727762480914,0.533772635150432,0.691802219815216
10,0,0.3,1,0.62502003647387,0,0.718017450533807,1,NaN,0.739536331432086,0.290510477962191,0.494778673428081,0.712949006955993
11,1,0.7,1,1.70035092160106,1,2.01362572237849,0,1,0.722209937228477,0.268821458241306,0.489639516030464,0.71526426373032
12,0,0.3,1,0.79272769484669,0,1.74280716199428,1,NaN,0.70531845957937,0.305661157981085,0.486190124603709,0.725579790028427
13,1,0.7,0,2.45236657001078,1,0.896010661497712,0,1,0.678068957687155,0.269998583368394,0.485782167893967,0.71099233974801
14,0,0.7,1,0.615717366337776,1,1.82029459346086,1,NaN,0.668479072039189,0.271365772912481,0.497579630275696,0.730412722809011
15,0,0.7,1,1.13486320059747,1,1.88684353046119,0,NaN,0.649581755226303,0.28948247629365,0.519018175919046,0.746321880853821
16,0,0.3,1,0.462648499757051,0,0.705988911911845,1,NaN,0.603023362111325,0.297461962896208,0.50653342410986,0.74401553779861
17,0,0.7,1,0.520991757512093,0,1.22576051857322,1,NaN,0.623393445231901,0.295548605844535,0.476491517570841,0.745065681811296
18,1,0.7,1,1.31621107272804,0,0.684887124225497,1,1,0.649649660201472,0.326045741732819,0.475476500926129,0.730703089290947
19,0,0.3,1,0.516768018715084,0,0.789497102610767,0,NaN,0.648699229943527,0.343423846093416,0.471679750216303,0.714141546973087
20,0,0.7,1,0.385263402014971,1,1.39134574308991,0,NaN,0.688603433805915,0.366412235713523,0.486926263019367,0.710749842645521
21,0,0.7,1,0.555001728236675,1,2.06645928323269,1,NaN,0.715748531623969,0.397734784955622,0.441021944584797,0.743618999890567
22,1,0.7,1,0.898811091668904,1,0.452314648777246,1,0,0.738445456931396,0.393326487269597,0.480838416658327,0.731669962159468
23,0,0.7,1,0.613302120007575,0,2.40275454707444,1,NaN,0.744901176552221,0.38118390770474,0.5123242836453,0.727587456890683
24,0,0.7,1,0.581846255809069,1,1.69993585254997,1,NaN,0.743877761876796,0.383482518755543,0.50421517145447,0.736906537585836
25,1,0.7,1,1.64053394366056,0,1.23669357877225,0,0.5,0.741175018448406,0.386718458037146,0.481031790893145,0.748131282122246
26,0,0.3,1,1.10241630300879,0,1.38373836502433,0,NaN,0.702501321192873,0.376404955248419,0.513019219541289,0.728673675378247
27,1,0.7,1,0.931382058188319,0,1.48364071082324,1,1,0.676708577079453,0.357891849801535,0.550440019119241,0.735201167580978
28,0,0.7,1,1.29145094379783,1,1.57339666504413,1,NaN,0.681628155807075,0.34882375684326,0.565086129801385,0.72619336068931
29,1,0.7,0,1.01783165149391,0,0.870678192004561,1,0.5,0.694721275801189,0.377636289173726,0.579381406397964,0.713702536621365
30,0,0.3,1,0.695067626424134,1,1.90501870866865,1,NaN,0.720771026347904,0.394291640377419,0.589206809349627,0.680260426821476
31,1,0.7,0,1.49603269807994,1,0.45006512850523,1,0.5,0.712760526244233,0.390156767802297,0.615830009561965,0.678694589322785
32,0,0.3,1,0.587347802706063,0,0.889335150830448,0,NaN,0.681171260744152,0.392924386193392,0.607085130919222,0.623811792208858
33,1,0.7,1,1.57712020818144,1,0.83181086089462,1,0,0.633241856025073,0.432571044718552,0.599069938842927,0.648775571061997
34,0,0.7,1,0.969548751600087,1,0.856320741586387,1,NaN,0.624844084203529,0.375896028501542,0.558389899126347,0.643524237864499
35,0,0.3,1,0.633356727659702,0,1.37332874443382,1,NaN,0.607924452641807,0.386857821739085,0.557127634120385,0.670645706387577
36,0,0.7,1,0.641862466000021,0,2.00596823450178,0,NaN,0.584796735968587,0.401491397753852,0.556743082112544,0.689092144795467
37,1,0.7,0,1.65698122791946,0,0.79692788887769,1,0.5,0.567658432191667,0.42202639303303,0.572020752938448,0.687769534749821
38,0,0.3,1,0.808133534155786,0,0.941632895730436,1,NaN,0.577989586238897,0.414598340121838,0.589312445338549,0.644942507255862
39,0,0.7,1,0.499392792582512,1,1.48471596464515,1,NaN,0.560177744978777,0.39911968685957,0.599958417243229,0.659338686651283
40,0,0.7,1,0.644374612718821,1,1.00848339963704,1,NaN,0.571515181143701,0.366666055104112,0.63898899881683,0.59501774133477
41,0,0.7,1,0.715689745731652,0,0.50043242610991,1,NaN,0.575405356762263,0.409602706475691,0.57791717277872,0.55875152279083
42,0,0.3,1,0.395432131364942,0,1.24957308266312,1,NaN,0.562745106135404,0.416283931672461,0.611472892221698,0.583854855742186
